package	version	architecture	source	package_url	size	sha256	requested_by
udev	255.4-1ubuntu8.16	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/systemd/udev_255.4-1ubuntu8.16_amd64.deb	1874930	486ce0b9f314cb176f5cb73d2b241fc844d59d864292eabb29366899b3cc693c	apt-closure
uidmap	1:4.13+dfsg1-4ubuntu3.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/shadow/uidmap_4.13%2bdfsg1-4ubuntu3.2_amd64.deb	26006	a80cb7f72dd18c73cbb0b07b7fbe855504f26bfafae072a9b3d125c89d499b9e	apt-closure
wget	1.21.4-1ubuntu4.4	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/w/wget/wget_1.21.4-1ubuntu4.4_amd64.deb	334040	34798adea0d00d28fa8dd88faf3b51c778d1e67de180db383fa484b555a7c2a5	apt-closure
wireguard-tools	1.0.20210914-1ubuntu4	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/w/wireguard/wireguard-tools_1.0.20210914-1ubuntu4_amd64.deb	89106	19790a3203a12791bfaf622ea000780a7558de858766100d52f802079d44c400	apt-closure
wireless-regdb	2025.10.07-0ubuntu1~24.04.1	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/w/wireless-regdb/wireless-regdb_2025.10.07-0ubuntu1%7e24.04.1_all.deb	7542	5503482911e13606660bbf2d820a5e962ce21f2a02d6fb29e687e1706780d0ab	apt-closure
xdelta3	3.0.11-dfsg-1.2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/x/xdelta3/xdelta3_3.0.11-dfsg-1.2_amd64.deb	73888	211bf0fe07f1bb95870dd6da981f56c2e17237286b261f1fe2d77d34ff1f106e	apt-closure
xfsprogs	6.6.0-1ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/x/xfsprogs/xfsprogs_6.6.0-1ubuntu2.1_amd64.deb	900936	2da65187043b2f8739f68d919faec7c1a4c172804c6a7cd6d816e02dd941bc71	apt-closure
xz-utils	5.6.1+really5.4.5-1ubuntu0.3	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/x/xz-utils/xz-utils_5.6.1%2breally5.4.5-1ubuntu0.3_amd64.deb	267424	778edae086bc8f34d80f36f301bc8fb3eff2d906c146dfb533ea6840b6d64e00	apt-closure
zlib1g	1:1.3.dfsg-3.1ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/z/zlib/zlib1g_1.3.dfsg-3.1ubuntu2.1_amd64.deb	62850	7074b6a2f6367a10d280c00a1cb02e74277709180bab4f2491a2f355ab2d6c20	apt-closure
zstd	1.5.5+dfsg2-2build1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libz/libzstd/zstd_1.5.5%2bdfsg2-2build1.1_amd64.deb	644020	d7667f83e3a2caeaaecaca464d542ee6ccf537259a479622796c84afc96d6032	apt-closure
