package	version	architecture	source	package_url	size	sha256	requested_by
libwebp7	1.3.2-0.4build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libw/libwebp/libwebp7_1.3.2-0.4build3_amd64.deb	230220	c86f6439f0bbc531f7199794654231f3b29327d6585958511b958795d51c2484	apt-closure
libwebpdecoder3	1.3.2-0.4build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libw/libwebp/libwebpdecoder3_1.3.2-0.4build3_amd64.deb	114352	b1fa298b942141acec1cf14ef70870dd43393ba28c4409c8badb6ad681753548	apt-closure
libwebpdemux2	1.3.2-0.4build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libw/libwebp/libwebpdemux2_1.3.2-0.4build3_amd64.deb	12388	15e98f127e1fdbf0889cf4b2f5604b60a6da0b988f20bf34731c9a2307d490d6	apt-closure
libwebpmux3	1.3.2-0.4build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libw/libwebp/libwebpmux3_1.3.2-0.4build3_amd64.deb	25674	0dd0f2de0fbbda7239209332ddfe512f4383d0489dd3f9fb25398f58c1621724	apt-closure
libwebsocket-api-java	1.1-2	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/w/websocket-api/libwebsocket-api-java_1.1-2_all.deb	40092	eb70b77535d4b0ecb43f1f456f906f19b524f934b3956cb1301c6a4ca5de75fc	apt-closure
libwin-hivex-perl	1.3.23-1build7	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/h/hivex/libwin-hivex-perl_1.3.23-1build7_amd64.deb	36472	41faab842d5455f92f0fc8b49b46938e3efc4a2c451573ceec1864d1dfe9ba98	apt-closure
libwireshark-data	4.2.2-1.1build3	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/w/wireshark/libwireshark-data_4.2.2-1.1build3_all.deb	453712	296954a04d7eea7e339b7dedd0e7a792b782c6b7cbaa10003fc3608f8a06bb66	apt-closure
libwireshark17t64	4.2.2-1.1build3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/w/wireshark/libwireshark17t64_4.2.2-1.1build3_amd64.deb	23651946	2d6c3432b14739e4162c015e9b1f140435302f041750e46f5b589dd0b44b343e	apt-closure
libwiretap14t64	4.2.2-1.1build3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/w/wireshark/libwiretap14t64_4.2.2-1.1build3_amd64.deb	259250	ad90fc160853e33bb1906a2d1b005e315a162b8be55a353aa2feceb4c84d057b	apt-closure
libwpd-0.10-10	0.10.3-2build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libw/libwpd/libwpd-0.10-10_0.10.3-2build2_amd64.deb	205568	fac0dfde1a39298a1e19a7cba3ff2d692c0fc73bc3041a1fdfd1a8500dfeee49	apt-closure
libwpg-0.3-3	0.3.4-3build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libw/libwpg/libwpg-0.3-3_0.3.4-3build1_amd64.deb	51806	896b16f1a72fe622be135bd24a95af3b58d87f48531675791cfd6eb4eb0e3a41	apt-closure
libwps-0.4-4	0.4.14-2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libw/libwps/libwps-0.4-4_0.4.14-2build1_amd64.deb	819210	759145a05957c8d9b5d1c0a08c7f4454aebde213b7b0715d2eaff8e65a2aeffd	apt-closure
libwrap0	7.6.q-33	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/t/tcp-wrappers/libwrap0_7.6.q-33_amd64.deb	47874	36118b862539868408ee056411d6e470068d14c46e5296b29bfb744770f5d2ce	apt-closure
libwsutil15t64	4.2.2-1.1build3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/w/wireshark/libwsutil15t64_4.2.2-1.1build3_amd64.deb	121108	208d127d0b6e42358e355c0d7c35c1c9c374075d84e15e1c6dbfcbb0320f1673	apt-closure
libwww-perl	6.76-1ubuntu0.1	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libw/libwww-perl/libwww-perl_6.76-1ubuntu0.1_all.deb	139086	0232430a89f1fff7c0a014da3f314246b91b3d1d9ace351f0097c7f5dca330ca	apt-closure
libwww-robotrules-perl	6.02-1	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libw/libwww-robotrules-perl/libwww-robotrules-perl_6.02-1_all.deb	12600	8c77cc5cbef468c257c8e9c359bd9d715352f4a6bf1481c9470ccd20a010d987	apt-closure
libwxbase3.2-1t64	3.2.4+dfsg-4build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/w/wxwidgets3.2/libwxbase3.2-1t64_3.2.4%2bdfsg-4build1_amd64.deb	899362	8471b3d93c74fa46fe6144ecbb4adfd5743134116dad8457c622ed72e2b99399	apt-closure
libwxgtk-gl3.2-1t64	3.2.4+dfsg-4build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/w/wxwidgets3.2/libwxgtk-gl3.2-1t64_3.2.4%2bdfsg-4build1_amd64.deb	52322	4d0f9bc9e361d26f53aaa51ff222aa77606fb7a63dc49732aca6065ddb049c3f	apt-closure
libwxgtk-webview3.2-1t64	3.2.4+dfsg-4build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/w/wxwidgets3.2/libwxgtk-webview3.2-1t64_3.2.4%2bdfsg-4build1_amd64.deb	83346	d9bc437888476d75c14ead4b4c5fe14de8f28cde38f0c80c6d5300c2ecca5456	apt-closure
libwxgtk3.2-1t64	3.2.4+dfsg-4build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/w/wxwidgets3.2/libwxgtk3.2-1t64_3.2.4%2bdfsg-4build1_amd64.deb	4535408	2376d3d3bc4c41f5cf10a75492f4e88d5e97b3448504da790d7ce6e6e05487c8	apt-closure
libx11-6	2:1.8.7-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libx11/libx11-6_1.8.7-1build1_amd64.deb	649780	397f84347476a3c5786b39f3ff6f0f82866eb3d8be6d2ad3efeadf019efe5b80	apt-closure
libx11-data	2:1.8.7-1build1	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libx11/libx11-data_1.8.7-1build1_all.deb	115446	9ae01f7747e7f479394c697c55acf11d3baf139e8e54b7c4adfb55ef9c50de08	apt-closure
libx11-xcb1	2:1.8.7-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libx11/libx11-xcb1_1.8.7-1build1_amd64.deb	7800	7d0d357e47cd6e1042be34da1d37cea313420b000035e71e855087c8268ab127	apt-closure
libx264-164	2:0.164.3108+git31e19f9-1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/x/x264/libx264-164_0.164.3108%2bgit31e19f9-1_amd64.deb	603814	7a410be6797c32357a2b7f0cc68ee14ae0e3b652bb17d16cdc941e4d830c7842	apt-closure
libx265-199	3.5-2build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/x/x265/libx265-199_3.5-2build1_amd64.deb	1226422	795a6ca9287cd521882178d6503703ee8f0cde955f0ffc03e5ceee9f6d084de7	apt-closure
libx265-dev	3.5-2build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/x/x265/libx265-dev_3.5-2build1_amd64.deb	1351172	b7cbd6ff61df8023b0486c3945184ac7cfb5ff35978b3e8ce680b59163147386	apt-closure
libxau6	1:1.0.9-1build6	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxau/libxau6_1.0.9-1build6_amd64.deb	7160	e40d29f1d1a62393bacaedebe0da3d9006084152a9f7e5e029293f08ce1c5c80	apt-closure
libxaw7	2:1.0.14-1build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxaw/libxaw7_1.0.14-1build2_amd64.deb	186984	2a9cdc82ecf566de76e05394efc604c9cced49e12c28b10e1ca101062b47bac0	apt-closure
libxbean-reflect-java	4.5-8	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libx/libxbean-java/libxbean-reflect-java_4.5-8_all.deb	131588	9b782f59812b8844a1246a4b8901cf4059ac9e1126cd0e437e744381e9af0fc8	apt-closure
libxcb-dri3-0	1.15-1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxcb/libxcb-dri3-0_1.15-1ubuntu2_amd64.deb	7142	3d3d0e95e56ae16010a84883196b8153cba62d6831f9aaee2a68c46f20c7c004	apt-closure
libxcb-glx0	1.15-1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxcb/libxcb-glx0_1.15-1ubuntu2_amd64.deb	24774	d07cde26c70fe92df7c327928371e495cc4570fed2d6518758a5db5715cb34c1	apt-closure
libxcb-icccm4	0.4.1-1.1build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/x/xcb-util-wm/libxcb-icccm4_0.4.1-1.1build3_amd64.deb	10788	9e0e349f3904cd5bc07fea45498c4d03527a5d1178edd78555e84fdbd3793708	apt-closure
libxcb-image0	0.4.0-2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/x/xcb-util-image/libxcb-image0_0.4.0-2build1_amd64.deb	10810	6af300eeef5523aa0d8dbfab3a23c1fe7006ecc19f8abdc5c636d734d7bb5287	apt-closure
libxcb-keysyms1	0.4.0-1build4	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/x/xcb-util-keysyms/libxcb-keysyms1_0.4.0-1build4_amd64.deb	7956	6c261aae923175b88a032018c530873ffb40f2bf96b045fdda42bd8bc74cb1c3	apt-closure
libxcb-present0	1.15-1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxcb/libxcb-present0_1.15-1ubuntu2_amd64.deb	5676	2e36e6557e87dbfd64df3143cbf81a4f75c3447501a545b4730511d228b0dd17	apt-closure
libxcb-randr0	1.15-1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxcb/libxcb-randr0_1.15-1ubuntu2_amd64.deb	17862	b5cb519823a05a617b543dc9b6a9289b7648b20048244abe021caa706309835a	apt-closure
libxcb-render-util0	0.3.9-1build4	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/x/xcb-util-renderutil/libxcb-render-util0_0.3.9-1build4_amd64.deb	9608	95d895ceb921e38e4edd85555b407b1a0564d8ad097ec7566e261764ce27787b	apt-closure
libxcb-render0	1.15-1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxcb/libxcb-render0_1.15-1ubuntu2_amd64.deb	16230	7d83a0668b1a693b5ea2e496206e8371fb6beda4c54a2b4b3902005915c272c5	apt-closure
libxcb-shape0	1.15-1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxcb/libxcb-shape0_1.15-1ubuntu2_amd64.deb	6100	ad57fed687ec9c2a4808b8e30ab1753d57daeddc9ad7fb883bfa0701f6da57c8	apt-closure
libxcb-shm0	1.15-1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxcb/libxcb-shm0_1.15-1ubuntu2_amd64.deb	5756	229d1280d459f1ba44c22939d3f9b61d9d20932d9a646b3fe4ce50be4cdf2325	apt-closure
libxcb-sync1	1.15-1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxcb/libxcb-sync1_1.15-1ubuntu2_amd64.deb	9312	14286795a258593259923619073e50c15345673befae2733f7b0577b07359aa8	apt-closure
libxcb-util1	0.4.0-1build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/x/xcb-util/libxcb-util1_0.4.0-1build3_amd64.deb	10678	b6ff05729519514bddcbcd460f8be7e55c986daa5a97ecdc612b2815614194ab	apt-closure
libxcb-xfixes0	1.15-1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxcb/libxcb-xfixes0_1.15-1ubuntu2_amd64.deb	10190	0b2ab64af92a71e3d1a35e3c819880ee28d04bfac81360df68ae8d8e9663ebd2	apt-closure
libxcb-xinerama0	1.15-1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxcb/libxcb-xinerama0_1.15-1ubuntu2_amd64.deb	5410	9fea44960e39646a22139f4daca03c3d26190e0dcecf2300b665ed23ea316b54	apt-closure
libxcb-xinput0	1.15-1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxcb/libxcb-xinput0_1.15-1ubuntu2_amd64.deb	33240	8ed274ebfa657a079895a0b60b399394db29305f4ad3fc29dc10558bed14bd7a	apt-closure
libxcb-xkb1	1.15-1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxcb/libxcb-xkb1_1.15-1ubuntu2_amd64.deb	32302	53bc0a58834c981fa8ce5c3ab6195387e5c8a417039d82cc7a8b49724fa53228	apt-closure
libxcb1	1.15-1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxcb/libxcb1_1.15-1ubuntu2_amd64.deb	47730	e1c6611d11ad7398326f1bf028afc34c3b14c51d917a3426b966ed4b9687fa58	apt-closure
libxcomposite1	1:0.4.5-1build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxcomposite/libxcomposite1_0.4.5-1build3_amd64.deb	6320	a12d5d9ae70b798cbbf284080eae32b87367561fc9c24492f641b8860ac0f308	apt-closure
libxcursor1	1:1.2.1-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxcursor/libxcursor1_1.2.1-1build1_amd64.deb	20748	1a4beee621454e42fe0d2f4e1633611126e43d891f0aec28e4a06744f6e9f04d	apt-closure
libxdamage1	1:1.1.6-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxdamage/libxdamage1_1.1.6-1build1_amd64.deb	6150	6891faf325e996ebd28ef53ebb9c043dc96f67327500490affc3e89d366d35ed	apt-closure
libxdmcp6	1:1.1.3-0ubuntu6	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxdmcp/libxdmcp6_1.1.3-0ubuntu6_amd64.deb	10254	bcd336fce11ce2a45f34d0f95e6980af22529f22147e8f98c156e5cee8ee42bb	apt-closure
libxerces-c-dev	3.2.4+debian-1.2ubuntu2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/x/xerces-c/libxerces-c-dev_3.2.4%2bdebian-1.2ubuntu2_amd64.deb	1814832	be478b2be9a994bb41801eeb56319151f13a8783199b62c97618c080a0c38f3e	apt-closure
libxerces-c3.2t64	3.2.4+debian-1.2ubuntu2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/x/xerces-c/libxerces-c3.2t64_3.2.4%2bdebian-1.2ubuntu2_amd64.deb	919492	ad067537a0589df229f4ed4122d781f3e869121cef38062e3b271f4b7dd8a7b4	apt-closure
libxerces2-java	2.12.2-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libx/libxerces2-java/libxerces2-java_2.12.2-1_all.deb	1429888	dc9130ab6591e26c15cf3fb3968408f32d424c1ef34a3a04a1c21d68e4f47412	apt-closure
libxext6	2:1.3.4-1build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxext/libxext6_1.3.4-1build2_amd64.deb	30406	45783969a9ece9d7b7b733b8c60981584c53c6bc5ee3b42d295d2f80d1285679	apt-closure
libxfixes3	1:6.0.0-2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxfixes/libxfixes3_6.0.0-2build1_amd64.deb	10764	0ee1015cccd063249e01c0cd0bf45f513c8ac9a1e5e485070c12e69192455e4a	apt-closure
libxft2	2.3.6-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/x/xft/libxft2_2.3.6-1build1_amd64.deb	45280	b4f4f3255c0b8773b260c61cbe20ee7c63799cfc0e4e389fa58375dd480b093a	apt-closure
libxi6	2:1.8.1-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxi/libxi6_1.8.1-1build1_amd64.deb	32404	0ea7acb5e8a8ce4d6653b30e03a319bfe136db7bfb5ee7cad34c2aa1272ea8d9	apt-closure
libxinerama1	2:1.1.4-3build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxinerama/libxinerama1_1.1.4-3build1_amd64.deb	6396	c8c93a3efdbb06e314f41bf48af4ca3652e4a3826bab5b9e00887660e619f239	apt-closure
libxkbcommon-x11-0	1.6.0-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxkbcommon/libxkbcommon-x11-0_1.6.0-1build1_amd64.deb	14536	3befe840ce612ddfc0998d8610c6eed295726722a78e75cd08520bbd75065a23	apt-closure
libxkbcommon0	1.6.0-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxkbcommon/libxkbcommon0_1.6.0-1build1_amd64.deb	121944	2b9caeb423efb540296a1cb20b872cc630c23908407ecb5c1c787a617622d664	apt-closure
libxml-commons-external-java	1.4.01-6	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/x/xml-commons-external/libxml-commons-external-java_1.4.01-6_all.deb	239876	a2f7a9a00484741ef1de06b84295a8e23eea6d86a1708614f9c0aad4268b0c40	apt-closure
libxml-commons-resolver1.1-java	1.2-11	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libx/libxml-commons-resolver1.1-java/libxml-commons-resolver1.1-java_1.2-11_all.deb	97608	8f82476e2bbd5e2c882b221100bddb4a867ad09f60c5bb07e1d9a36edc5132be	apt-closure
libxml-parser-perl	2.47-1ubuntu0.24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxml-parser-perl/libxml-parser-perl_2.47-1ubuntu0.24.04.1_amd64.deb	204254	31006f8207a355d3320a8abbb0957c9a5d52691b3673547e7cd8af607dae8bce	apt-closure
libxml-xpath-perl	1.48-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libx/libxml-xpath-perl/libxml-xpath-perl_1.48-1_all.deb	67454	46082198fbed88dc256915a49a5bcf0b0d0f47a66f862a961d6a9e16f9044a07	apt-closure
libxml2	2.9.14+dfsg-1.3ubuntu3.8	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxml2/libxml2_2.9.14%2bdfsg-1.3ubuntu3.8_amd64.deb	763972	bfd07c01d6e5ab3e327f3ca5819409b1914bbfb3f1a016d53e4dabd5f96143bb	apt-closure
libxml2-dev	2.9.14+dfsg-1.3ubuntu3.8	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxml2/libxml2-dev_2.9.14%2bdfsg-1.3ubuntu3.8_amd64.deb	781500	d8585797242a0171db244ca24527125233a02fd606c1e64e4e73ae0cffc58b2b	apt-closure
libxmlgraphics-commons-java	2.8-2	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/x/xmlgraphics-commons/libxmlgraphics-commons-java_2.8-2_all.deb	618622	d8c7bc3263f844b2be26fb0cd93ffe1a02b7031a997119f943faf566106fc9ff	apt-closure
libxmlsec1t64	1.2.39-5build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/x/xmlsec1/libxmlsec1t64_1.2.39-5build2_amd64.deb	153312	a1125b307f582fc583bb14c0fc3d903d8afbf0a6d1bb3e41ac5f30751faadebb	apt-closure
libxmlsec1t64-nss	1.2.39-5build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/x/xmlsec1/libxmlsec1t64-nss_1.2.39-5build2_amd64.deb	63018	233651eb2d56a207934efa740c05af77db0ebbab4b1fc55c81400d0638b89fda	apt-closure
libxmu6	2:1.1.3-3build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxmu/libxmu6_1.1.3-3build2_amd64.deb	47610	05c13bce0e9a80139dfa72cc8e7a695b4f7d58b1884423929eade62179d99853	apt-closure
libxmuu1	2:1.1.3-3build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxmu/libxmuu1_1.1.3-3build2_amd64.deb	8958	27428f8d7b63c38424177d5b3b8b2b89d519956ccfe969927cd0a20cdec977c0	apt-closure
libxnvctrl0	510.47.03-0ubuntu4.24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/n/nvidia-settings/libxnvctrl0_510.47.03-0ubuntu4.24.04.1_amd64.deb	12696	7947ecbae8e3b5a2b83a1a1cd620d939b47c3ea282b0d1eda12b907994bae56d	apt-closure
libxpm4	1:3.5.17-1ubuntu0.24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxpm/libxpm4_3.5.17-1ubuntu0.24.04.1_amd64.deb	36724	f2a2651b67368882030c24dabfdcd459853a3102d602f22c9bb16e685ad772df	apt-closure
libxpp3-java	1.1.4c-3	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libx/libxpp3-java/libxpp3-java_1.1.4c-3_all.deb	291908	22477b84ce19f9e3bfc704db24ecbe563fc3031f4bebfb94d8ef666048ab1148	apt-closure
libxrandr2	2:1.5.2-2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxrandr/libxrandr2_1.5.2-2build1_amd64.deb	19670	f2955a5e594f5724b58ad241d9231ea191cb36574a0d5e5ca6b661cd41d6256d	apt-closure
libxrender1	1:0.9.10-1.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxrender/libxrender1_0.9.10-1.1build1_amd64.deb	19016	d70bd831aebe8d4834b5dd2ed98df26dd6bd27f1042c47543bd7f66df1ae22ea	apt-closure
libxshmfence1	1.3-1build5	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxshmfence/libxshmfence1_1.3-1build5_amd64.deb	4764	bc6de4bfaf9050a8ba83d4bcfb114131b081084a7972c03417f8523d52b5c742	apt-closure
libxslt1-dev	1.1.39-0exp1ubuntu0.24.04.3	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxslt/libxslt1-dev_1.1.39-0exp1ubuntu0.24.04.3_amd64.deb	91930	95ad7745ce92854b43b86b4c17463456055c9581836ff67c80577c802e293084	apt-closure
